brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size,cylinders,hp,fi_type,turbo,trans_type,trans_speed,ext_base_color,ext_color_type,int_base_color
Chevrolet,Corvette Base,1998,7666.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,0,1,39500.0,5.7,8 CYLINDER,340.0,NA,NA,Automatic,4.0,Red,Gloss,Black
Hummer,H2 SUT,2006,89900.0,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Beige,0,1,29994.0,6.0,8 CYLINDER,325.0,NA,NA,Automatic,4.0,Red,Gloss,Beige
Audi,RS 7 4.0T,2021,14724.0,Hybrid,4.0 Liter TFSI,Automatic,Glacier White,Black/Red,0,0,101998.0,4.0,NA,310.0,TFSI,NA,Automatic,8.0,White,Gloss,Black
Ford,Edge Sport,2011,132000.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,1,1,10999.0,3.7,V6,305.0,NA,NA,Manual,6.0,Black,Gloss,Black
GMC,Terrain SLT,2010,32652.0,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,0,1,6500.0,2.4,4 CYLINDER,182.0,NA,NA,Automatic,6.0,Red,Gloss,Brown
Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,36632.0,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Blue,0,0,72567.0,5.0,8 CYLINDER,518.0,NA,NA,Automatic,8.0,Blue,Gloss,Blue
Jeep,Grand Cherokee WK Laredo X,2022,11164.0,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,0,1,37500.0,3.6,V6,293.0,NA,NA,Automatic,8.0,Black,Gloss,Black
BMW,M4 Base,2020,22655.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,0,1,63999.0,3.0,STRAIGHT 6,425.0,NA,NA,Automatic,7.0,Silver,Gloss,Black
Mercedes-Benz,AMG GT 63 S 4-Door,2019,9500.0,Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,0,1,135000.0,4.0,8 CYLINDER,630.0,NA,NA,Manual,6.0,Gray,Gloss,Gray
Chevrolet,Camaro 1LT,2021,10300.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,M/T,Black,Black,0,1,29900.0,3.6,V6,335.0,NA,NA,Manual,6.0,Black,Gloss,Black
BMW,X6 M Base,2018,48000.0,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,0,1,54000.0,4.4,8 CYLINDER,567.0,NA,NA,Automatic,8.0,Blue,Gloss,Black
Mercedes-Benz,CLK-Class 550,2007,138000.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,1,1,10000.0,5.5,8 CYLINDER,382.0,NA,NA,Automatic,7.0,Silver,Gloss,Black
RAM,1500 TRX,2022,24058.0,Gasoline,"HEMI 6.2L V-8 intercooled supercharger, premium unleaded, engine","Automatic, 8-Spd",Flame Red Clearcoat,BLACK,0,0,81900.0,6.2,NA,310.0,NA,NA,Automatic,8.0,Red,Gloss,BLACK
Audi,RS 7 4.0T Prestige,2016,31500.0,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,0,1,67000.0,4.0,8 CYLINDER,560.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
Porsche,Macan S,2020,19701.0,Gasoline,3.0 Liter,Automatic,–,–,0,0,55998.0,3.0,NA,310.0,NA,NA,Automatic,8.0,Miscellaneous,Gloss,Miscellaneous
Genesis,GV70 3.5T Sport,2022,10200.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,50500.0,3.5,V6,375.0,NA,NA,Automatic,8.0,White,Gloss,Black
Aston,Martin V8 Vantage Base,2008,62378.0,Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,1,1,33995.0,4.3,8 CYLINDER,380.0,NA,NA,Manual,6.0,Red,Gloss,Beige
Nissan,350Z Touring,2006,84200.0,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,0,1,10200.0,3.5,V6,300.0,NA,NA,Manual,6.0,Silver,Gloss,Gray
Toyota,Sequoia SR5,2013,138700.0,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,1,1,18800.0,5.7,8 CYLINDER,381.0,NA,NA,Automatic,8.0,White,Gloss,Gray
Chevrolet,Tahoe Premier,2021,41050.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,0,1,62900.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,10.0,Gray,Gloss,Gray
Jeep,Compass Limited,2020,39192.0,Gasoline,2.4L I4 16V MPFI SOHC,9-Speed Automatic,White Clearcoat,Black,0,0,24590.0,2.4,I4,310.0,MPFI,NA,Automatic,9.0,White,Gloss,Black
BMW,430 430i,2022,7758.0,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,0,0,47998.0,2.0,NA,310.0,NA,Turbo,Automatic,8.0,Black,Gloss,Black
Ford,Bronco Sport Outer Banks,2021,31654.0,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Rapid Red Metallic Tinted Clearcoat,Navy Pier,0,0,33410.0,1.5,I3,310.0,PDI,Turbo,Automatic,8.0,Red,Metallic,Miscellaneous
Mercedes-Benz,AMG C 63 Base,2017,63000.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,1,1,42000.0,4.0,8 CYLINDER,469.0,NA,NA,Automatic,8.0,White,Gloss,Black
Volvo,S40 T5,2005,257700.0,Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,0,1,3550.0,2.5,5 CYLINDER,218.0,NA,NA,Manual,6.0,Red,Gloss,Beige
Mercedes-Benz,GLE 350 Base 4MATIC,2017,57000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,1,1,29500.0,3.5,V6,302.0,NA,NA,Automatic,7.0,White,Gloss,Black
Chevrolet,Silverado 1500 1LT,2017,89000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,0,1,29999.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,6.0,Gray,Gloss,Gray
Chevrolet,Tahoe LTZ,2015,134500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,0,1,28000.0,5.3,8 CYLINDER,355.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Acura,MDX Technology,2022,15895.0,Gasoline,3.5L V6 24V GDI SOHC,10-Speed Automatic,Majestic Black Pearl,Parchment,0,0,47950.0,3.5,V6,300.0,GDI,NA,Automatic,10.0,Black,Gloss,Miscellaneous
Bentley,Bentayga Speed,2020,15109.0,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Ice,Beluga Hide,0,0,162950.0,6.0,NA,310.0,PDI,Twin Turbo,Automatic,8.0,Miscellaneous,Gloss,Miscellaneous
Rolls-Royce,Cullinan,2022,398.0,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Silver,Charles Blue,0,1,695000.0,6.7,V12,310.0,GDI,Twin Turbo,Automatic,8.0,Silver,Gloss,Blue
Genesis,GV70 2.5T,2022,20319.0,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,0,1,44249.0,2.5,4 CYLINDER,300.0,NA,NA,Manual,6.0,White,Gloss,Black
Pontiac,Firebird Base,1999,158000.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Black,1,1,2500.0,3.8,V6,200.0,NA,NA,Automatic,4.0,White,Gloss,Black
Lexus,GX 460 Base,2021,40906.0,Gasoline,4.6 Liter,Automatic,Black,Black,0,0,51998.0,4.6,NA,310.0,NA,NA,Automatic,8.0,Black,Gloss,Black
BMW,ALPINA B7 ALPINA B7 xDrive,2020,33749.0,Gasoline,4.4 Liter Twin Turbo,Automatic,Blue,Red,0,0,85998.0,4.4,NA,310.0,NA,Twin Turbo,Automatic,8.0,Blue,Gloss,Red
BMW,M4 Competition xDrive,2023,1120.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,White,0,1,92900.0,3.0,STRAIGHT 6,503.0,NA,NA,Automatic,8.0,Gray,Gloss,White
Jeep,Grand Cherokee L Limited,2021,26088.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Silver Zynith,Global Black,0,0,38383.0,3.6,V6,300.0,MPFI,NA,Automatic,8.0,Silver,Gloss,Black
Kia,Forte GT-Line,2022,14950.0,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,1,1,24000.0,2.0,4 CYLINDER,147.0,NA,NA,Automatic,8.0,Silver,Gloss,Gray
Kia,Forte LX,2018,47466.0,Gasoline,"2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Silky Silver,Black,0,0,14699.0,2.0,I-4,147.0,NA,NA,Automatic,8.0,Silver,Gloss,Black
BMW,X6 M Base,2022,10376.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Ametrin Metallic,Black,0,0,98900.0,4.4,V8,310.0,GDI,Twin Turbo,Automatic,8.0,Miscellaneous,Metallic,Black
RAM,ProMaster 3500 High Roof,2021,18500.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,0,1,41950.0,3.6,V6,280.0,NA,NA,Automatic,8.0,White,Gloss,Black
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021,24596.0,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,0,0,38322.0,3.6,V6,300.0,GDI,NA,Automatic,8.0,Black,Gloss,Black
Hyundai,Santa Fe SEL,2021,2905.0,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Shimmering Silver,Black,0,0,27599.0,2.5,I4,310.0,PDI,NA,Automatic,8.0,Silver,Gloss,Black
Jaguar,XF 3.0 Portfolio,2015,71290.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,1,1,21000.0,3.0,V6,340.0,NA,NA,Automatic,8.0,Brown,Gloss,Black
Audi,A7 55 Premium Plus,2022,15000.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,0,1,63000.0,3.0,V6,335.0,NA,NA,Automatic,8.0,Gray,Gloss,Black
INFINITI,QX30 Premium,2017,37900.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,0,1,22000.0,2.0,4 CYLINDER,208.0,NA,NA,Automatic,7.0,Gray,Gloss,Black
Mercedes-Benz,AMG G 63 4MATIC,2022,2000.0,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,0,0,244896.0,4.0,8 CYLINDER,577.0,NA,NA,Manual,6.0,Black,Gloss,Black
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,32500.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,0,1,43500.0,3.0,V6,385.0,NA,NA,Automatic,9.0,Black,Gloss,Black
Mitsubishi,Lancer Evolution Base,2003,61491.0,Gasoline,271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,1,1,28000.0,2.0,4 CYLINDER,271.0,NA,NA,Manual,5.0,Blue,Gloss,Black
Jeep,Wrangler Unlimited Sport,2013,77634.0,Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Gecko Pearlcoat,Black,0,0,24590.0,3.6,V6,300.0,MPFI,NA,Automatic,5.0,Miscellaneous,Gloss,Black
Audi,A3 2.0 TDI Premium Plus,2015,83000.0,Diesel,150.0HP 2.0L 4 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,1,1,18999.0,2.0,4 CYLINDER,150.0,NA,NA,Automatic,6.0,Black,Gloss,Black
Volkswagen,Jetta GLX VR6,2002,121800.0,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,0,1,4300.0,2.8,V6,174.0,NA,NA,Manual,5.0,Black,Gloss,Black
BMW,ALPINA B7 ALPINA B7 xDrive,2020,65852.0,Gasoline,4.4 Liter Twin Turbo,Automatic,Black,Mocha,0,0,68998.0,4.4,NA,310.0,NA,Twin Turbo,Automatic,8.0,Black,Gloss,Miscellaneous
Bentley,Bentayga Azure First Edition,2023,1335.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Onyx,Portland,0,1,272950.0,4.0,V8,310.0,GDI,Twin Turbo,Automatic,8.0,Miscellaneous,Gloss,Miscellaneous
Mercedes-Benz,CLA-Class CLA 250,2014,83315.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,0,1,15000.0,2.0,4 CYLINDER,208.0,NA,NA,Automatic,8.0,White,Gloss,White
BMW,i8 Base,2019,18421.0,Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,Black,Black,0,0,85000.0,1.5,3 CYLINDER,369.0,NA,NA,Automatic,6.0,Black,Gloss,Black
Lexus,CT 200h Premium,2015,101000.0,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,1,1,16500.0,1.8,4 CYLINDER,134.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Toyota,Tundra SR5,2022,29322.0,Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,0,0,44999.0,3.4,V6,300.0,PDI,Twin Turbo,Automatic,10.0,Gray,Gloss,Black
Mercedes-Benz,SLC 300 Base,2019,23900.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,0,1,35999.0,2.0,4 CYLINDER,241.0,NA,NA,Automatic,9.0,White,Gloss,Black
Mercedes-Benz,AMG C AMG C 63 S,2016,40515.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Black,Black,1,0,47999.0,4.0,V8,310.0,GDI,Twin Turbo,Automatic,7.0,Black,Gloss,Black
Ford,F-150 XLT,2020,67516.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Medium Light Camel,0,1,36994.0,3.5,V6,300.0,PDI,Twin Turbo,Automatic,8.0,Gray,Gloss,Miscellaneous
Mazda,CX-9 Grand Touring,2010,155000.0,Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,0,1,8300.0,3.7,V6,273.0,NA,NA,Automatic,6.0,Silver,Gloss,Black
Honda,Ridgeline RTL-E,2019,26998.0,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Black,Black,0,0,35557.0,3.5,V6,300.0,GDI,NA,Automatic,6.0,Black,Gloss,Black
Bentley,Bentayga Onyx Edition,2018,18500.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,0,1,115000.0,6.0,12 CYLINDER,600.0,NA,NA,Automatic,8.0,Black,Gloss,Brown
MINI,Cooper S Clubman Base,2009,137600.0,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gold,Black,0,1,6880.0,1.6,4 CYLINDER,172.0,NA,NA,Manual,6.0,Gold,Gloss,Black
Nissan,Murano SL,2005,125500.0,Gasoline,245.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,0,1,3950.0,3.5,V6,245.0,NA,NA,Variable,7.0,Black,Gloss,Beige
Bentley,Bentayga V8,2019,22039.0,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,0,1,113990.0,4.0,8 CYLINDER,542.0,NA,NA,Automatic,8.0,White,Gloss,Black
Nissan,Juke SV,2011,137483.0,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Gray,0,1,3200.0,1.6,4 CYLINDER,188.0,NA,NA,Variable,7.0,White,Gloss,Gray
Ford,Expedition Max Limited,2019,67500.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,0,1,40500.0,3.5,V6,375.0,NA,NA,Automatic,10.0,Gray,Gloss,Black
Ford,Expedition Max King Ranch,2020,52000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Brown,1,1,53722.0,3.5,V6,375.0,NA,NA,Automatic,10.0,Gray,Gloss,Brown
Lamborghini,Murcielago Base,2006,10000.0,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,A/T,Red,Black,0,1,259000.0,6.2,12 CYLINDER,571.0,NA,NA,Automatic,8.0,Red,Gloss,Black
Chevrolet,Suburban LT,2017,195361.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Black,Black,1,1,26000.0,5.3,8 CYLINDER,355.0,NA,NA,Manual,6.0,Black,Gloss,Black
Bentley,Bentayga Onyx Edition,2018,32500.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,1,1,103000.0,6.0,12 CYLINDER,600.0,NA,NA,Automatic,8.0,Black,Gloss,Beige
BMW,M760 i xDrive,2019,14806.0,Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,1,1,81330.0,6.6,12 CYLINDER,601.0,NA,NA,Manual,6.0,Black,Gloss,Black
Genesis,GV70 2.5T,2022,11000.0,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,1,1,48950.0,2.5,4 CYLINDER,300.0,NA,NA,Automatic,8.0,White,Gloss,Miscellaneous
Chevrolet,Tahoe LT,2011,92530.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,1,1,18500.0,5.3,8 CYLINDER,320.0,NA,NA,Automatic,8.0,Red,Gloss,Black
Dodge,Durango GT,2017,34845.0,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,1,1,30000.0,3.6,V6,295.0,NA,NA,Automatic,8.0,White,Gloss,Black
Porsche,718 Cayman GTS,2018,16280.0,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,0,1,85500.0,2.5,4 CYLINDER,365.0,NA,NA,Manual,6.0,Red,Gloss,Black
Porsche,Cayman Base,2011,77000.0,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,0,1,32000.0,2.9,FLAT 6,265.0,NA,NA,Automatic,8.0,Red,Gloss,Beige
Porsche,Panamera Turbo,2010,63000.0,Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,1,1,38500.0,4.8,8 CYLINDER,500.0,NA,NA,Automatic,7.0,Black,Gloss,Beige
Lexus,ES 350 Base,2016,39700.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,0,1,25500.0,3.5,V6,268.0,NA,NA,Automatic,6.0,White,Gloss,Beige
Kia,Optima Hybrid LX,2013,103111.0,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Beige,1,1,9200.0,2.4,4 CYLINDER,199.0,NA,NA,Automatic,8.0,Silver,Gloss,Beige
Land,Rover Range Rover Velar R-Dynamic SE,2019,75897.0,Gasoline,2.0 Liter,Automatic,Black,Black,0,0,35998.0,2.0,NA,310.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Jaguar,XF S,2017,55000.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,0,1,34000.0,3.0,V6,380.0,NA,NA,Manual,6.0,Gray,Gloss,Red
Lexus,GX 470 Base,2005,114000.0,Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,1,1,13450.0,4.7,8 CYLINDER,270.0,NA,NA,Automatic,8.0,Silver,Gloss,Gray
Mercedes-Benz,GL-Class GL 550,2011,80124.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,0,1,17500.0,5.5,8 CYLINDER,382.0,NA,NA,Automatic,7.0,Black,Gloss,Black
BMW,X6 M Base,2023,7000.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,0,1,144900.0,4.4,8 CYLINDER,600.0,NA,NA,Manual,6.0,Gray,Gloss,Gray
RAM,1500 Longhorn,2023,4285.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,0,1,65688.0,5.7,V8,310.0,MPFI,NA,Automatic,8.0,Red,Gloss,Black
Lamborghini,Huracan LP580-2S,2019,17175.0,Gasoline,5.2L V10 40V GDI DOHC,7-Speed Automatic with Auto-Shift,Rosso Mars Metallic,Nero Ade,0,0,234900.0,5.2,V10,310.0,GDI,NA,Automatic,7.0,Miscellaneous,Metallic,Miscellaneous
Toyota,Highlander Hybrid Limited Platinum,2017,34049.0,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic CVT,Shoreline Blue Pearl,Ash,0,0,37999.0,3.5,V6,300.0,PDI,NA,AUTOMATIC CVT,7.0,Blue,Gloss,Miscellaneous
GMC,Suburban 2500,1996,95000.0,Gasoline,290.0HP 7.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,0,1,25000.0,7.4,8 CYLINDER,290.0,NA,NA,Automatic,4.0,White,Gloss,Gray
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,59355.0,Gasoline,V8,Automatic,Santorini Black,Ebony / Pimento,0,1,72995.0,5.449999999999999,V8,310.0,NA,NA,Automatic,8.0,Black,Gloss,Ebony
BMW,M240 i,2019,19300.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,0,1,36000.0,3.0,STRAIGHT 6,335.0,NA,NA,Automatic,8.0,White,Gloss,Red
Cadillac,Escalade EXT Base,2009,155000.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,1,1,16900.0,6.2,8 CYLINDER,403.0,NA,NA,Automatic,6.0,Red,Gloss,Beige
Scion,tC Release Series 6.0,2010,120010.0,Gasoline,161.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,1,1,6500.0,2.4,4 CYLINDER,161.0,NA,NA,Automatic,4.0,Gray,Gloss,Black
Kia,Optima EX,2012,152520.0,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,0,1,10900.0,2.4,4 CYLINDER,200.0,NA,NA,Automatic,6.0,White,Gloss,Beige
Honda,Civic EX,1993,58981.0,–,–,A/T,White,Beige,0,1,9599.0,3.5,NA,310.0,NA,NA,Automatic,8.0,White,Gloss,Beige
Maserati,Quattroporte Base,2005,32000.0,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,1,1,2954083.0,4.2,8 CYLINDER,394.0,NA,NA,Manual,6.0,Red,Gloss,Beige
Porsche,Panamera Turbo,2015,47000.0,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,0,1,50000.0,4.8,8 CYLINDER,520.0,NA,NA,Manual,6.0,Black,Gloss,Brown
Genesis,G70 2.0T,2023,2046.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,0,1,43499.0,2.0,4 CYLINDER,252.0,NA,NA,Automatic,8.0,Green,Gloss,Gray
Chevrolet,Trailblazer LS,2021,24965.0,Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Mosaic Black Metallic,Jet Black,1,1,22995.0,1.2,I3,310.0,GDI,Turbo,AUTOMATIC CVT,7.0,Black,Metallic,Black
Toyota,Camry LE,2005,108000.0,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Gray,0,1,7850.0,2.4,4 CYLINDER,160.0,NA,NA,Automatic,5.0,Beige,Gloss,Gray
Toyota,Sienna LE,2015,76000.0,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,0,1,18300.0,3.5,V6,266.0,NA,NA,Automatic,8.0,Red,Gloss,Gray
Porsche,911 Carrera S,2014,30000.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,0,1,78500.0,3.8,FLAT 6,400.0,NA,NA,Automatic,7.0,Black,Gloss,Brown
Volvo,V60 T6 R-Design Platinum,2015,59271.0,Gasoline,325.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,0,1,29900.0,3.0,STRAIGHT 6,325.0,NA,NA,Automatic,6.0,Blue,Gloss,Black
Lexus,LX 600 Premium,2023,1500.0,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,0,0,119500.0,3.4,V6,409.0,NA,NA,Automatic,10.0,Gray,Gloss,Black
BMW,330e iPerformance,2017,52500.0,Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Blue,Black,1,1,24950.0,2.0,4 CYLINDER,247.0,NA,NA,Manual,6.0,Blue,Gloss,Black
FIAT,124 Spider Abarth,2017,45000.0,Gasoline,164.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,1,1,22500.0,1.4,4 CYLINDER,164.0,NA,NA,Manual,6.0,Gray,Gloss,Black
Dodge,Ram 1500 Quad Cab,2002,179000.0,Gasoline,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,1,1,6500.0,5.9,8 CYLINDER,245.0,NA,NA,Automatic,8.0,Black,Gloss,Black
Toyota,Supra A91-MT Edition,2023,1500.0,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Orange,0,1,84900.0,3.0,STRAIGHT 6,382.0,NA,NA,Manual,6.0,Gray,Gloss,Orange
